	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
121	121	121	It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. Thus does He complete His favours on you, that ye may bow to His Will (in Islam).	और अल्लाह ने तुम्हारे लिए अपनी पैदा की हुई चीज़ों से छाँवों का प्रबन्ध किया और पहाड़ो में तुम्हारे लिए छिपने के स्थान बनाए और तुम्हें लिबास दिए जो गर्मी से बचाते है और कुछ अन्य वस्त्र भी दिए जो तुम्हारी लड़ाई में तुम्हारे लिए बचाव का काम करते है। इस प्रकार वह तुमपर अपनी नेमत पूरी करता है, ताकि तुम आज्ञाकारी बनो	"Translate:
It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. thus does He complete His favours on you, that ye may bow to His Will (in Islam)."
122	122	122	CSV Import Filter for KSpread	केस्प्रेड के लिए सीएसवी आयात फ़िल्टरName	"Translate following text from English to Hindi.
Source Sentence"
123	123	123	To this he himself shall bear witness.	और निश्चय ही वह स्वयं इसपर गवाह है!	"Translate:
To this he himself shall bear witness."
124	124	124	Say, “Who is it who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.	(ऐ रसूल) तुम उनसे कह दो कि अगर खुदा तुम्हारे साथ बुराई का इरादा कर बैठे तो तुम्हें उसके (अज़ाब) से कौन ऐसा है जो बचाए या भलाई ही करना चाहे (तो कौन रोक सकता है) और ये लोग खुदा के सिवा न तो किसी को अपना सरपरस्त पाएँगे और न मद्दगार	"Translation:
Who is it who will shield you from God, if God intends adversity for you, or intended mercy for you?"
125	125	125	How does a tiger get in the bathroom?	कैसे एक शेर में प्राप्त करता है बाथरूम?	A tiger doesn't get in the bathroom.
126	126	126	“%s” Properties	“%s” गुण	"Translate following text:
“%s” Properties"
127	127	127	Is a watchtower.	यह गुम्मट है.	Yes, watchwaller.
128	128	128	If only he could have given me a child.	काश वह मुझे एक बच्चा दिया होता.	Yes, he could have given me a child.
129	129	129	My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.	"""ऐ मेरे बेटे! नमाज़ का आयोजन कर और भलाई का हुक्म दे और बुराई से रोक और जो मुसीबत भी तुझपर पड़े उसपर धैर्य से काम ले। निस्संदेह ये उन कामों में से है जो अनिवार्य और ढृढसंकल्प के काम है"	Yes, I am a patient in the situation.
130	130	130	Shut up, Alan.	/ अच्छा है. वह सिर्फ भूखा था.	Yes, Alan.
131	131	131	We made our pledge to the Führer.	हमने फ्यूरर के लिए प्रतिज्ञा ली है.	Yes, we made our pledge to the Führer.
132	132	132	_Save Draft	मसौदा सहेजें (_S)	Yes, sir.
133	133	133	Size	आकार	Source
134	134	134	General	सामान्य	"Translate:
English"
135	135	135	We're on our way to the basement.	हम हमारे तहखाने की तरफ जा रहे हैं.	Cutting Knowledge Date: December 2023.
136	136	136	The packed out venue last night attests to this, as does the fact that finalists and interested parties flew in from around the country to be there.	भीड़ से सराबोर समारोह स्थल तथा देश भर से आए हुए अंतिम दौर के प्रतिभागी व इसमें रुचि रखने वाले चिट्ठाकार इस बात के गवाह हैं.	Yes, and it's true that the finalists and interested parties flew in from around the country to be there.
